87.65  0.768222
92.0125  0.918418
96.197  0.874782
100.355  0.736822
104.516  0.718817
108.743  0.72493
112.972  0.695544
117.174  0.6679
121.38  0.621818
125.589  0.641555
129.803  0.653126
134.02  0.727062
138.239  0.727328
142.463  0.692451
146.69  0.686255
150.92  0.674036
155.123  0.743264
159.329  0.867035
163.6  0.78694
167.874  0.759934
172.12  0.724342
176.37  0.676682
180.623  0.689344
184.88  0.932806
189.139  0.905432
193.401  0.807856
197.667  0.79875
201.935  0.775304
206.207  0.739164
210.452  0.701503
214.7  0.710589
219.01  0.714734
223.322  0.74186
227.608  0.743344
231.897  0.740739
236.189  0.746012
240.484  0.754828
244.781  0.758011
249.081  0.737756
253.384  0.766661
257.688  0.755667
261.996  0.746135
266.278  0.781503
270.56  0.798611
274.905  0.78918
279.252  0.772773
283.572  0.791496
287.895  0.865553
292.221  0.866568
296.548  0.831943
300.876  0.802288
305.207  0.79206
309.542  0.806833
313.877  0.806438
318.187  0.84978
322.499  0.831444
326.869  0.860382
331.24  0.888124
335.587  0.881456
339.935  0.870169
344.285  0.891534
348.636  0.896776
352.99  0.868898
357.344  0.868542
361.701  0.865797
366.058  0.910857
370.385  0.912829
374.713  0.886941
379.111  0.944093
383.508  0.950741
387.874  0.969567
392.241  1.00815
396.61  0.968367
400.979  1.01628
405.35  1.09059
409.722  0.947159
414.095  0.980841
418.469  0.982398
422.817  0.972095
427.167  0.993366
431.571  1.00164
435.976  0.980255
440.355  0.997771
444.735  1.02305
449.115  1.02104
453.496  1.03548
457.879  1.04924
462.261  1.05009
466.644  1.07829
471.028  1.08393
475.379  1.09716
479.731  1.10381
484.147  1.10202
488.563  1.12554
492.948  1.12791
497.334  1.15962
501.719  1.1529
506.104  1.21467
510.489  1.19548
514.874  1.28102
519.259  1.30684
523.644  1.31558
527.997  1.29485
532.351  1.28972
536.764  1.36742
541.178  1.39283
545.561  1.34064
549.942  1.38032
554.324  0.001
558.705  0.001
563.085  1.46665
567.464  1.51771
571.842  1.53418
576.219  1.53918
580.566  1.56989
584.912  1.61248
589.316  1.63805
593.718  1.68114
598.09  1.64989
602.46  1.71094
606.83  1.71009
611.197  1.71915
615.563  1.7511
619.928  1.75764
624.291  1.69563
628.652  1.69494
632.977  1.52852
637.302  1.28752
641.69  1.09424
646.078  0.918564
650.43  0.816545
654.779  0.781481
659.126  0.746098
663.471  0.694988
667.813  0.682414
672.154  0.682702
676.491  0.690605
680.827  0.692046
685.128  0.684872
689.425  0.698798
693.784  0.865653
698.141  0.85686
702.463  0.736202
706.782  0.696374
711.098  0.708166
715.41  0.683506
719.719  0.710733
724.025  0.715176
728.327  0.708014
732.626  0.717361
736.895  0.716439
741.161  0.766532
745.477  0.949842
749.788  0.880904
754.069  0.732959
758.347  0.758371
762.62  0.70584
766.889  0.711867
771.154  0.728909
775.415  0.001
779.673  0.711288
783.926  0.747844
788.144  0.753577
792.357  0.778131
796.626  0.856901
800.891  0.77908
805.121  0.74491
809.346  0.739316
813.567  0.770212
817.783  0.782045
821.993  0.759013
826.198  0.864491
830.399  0.775247
834.568  0.84516
838.734  0.784393
842.943  0.810901
847.146  0.821169
851.32  0.792303
855.487  0.783689
859.65  0.844279
863.807  0.884828
867.957  0.785269
872.101  0.830976
876.24  0.839603
880.346  0.827804
884.446  0.814538
888.593  0.791581
892.735  0.809336
896.842  0.795654
900.943  0.786744
905.038  0.744242
909.126  0.698007
913.207  0.677064
917.282  0.697241
921.35  0.716646
925.385  0.691483
929.412  0.697872
933.486  0.708942
937.553  0.752617
941.586  0.752885
945.611  0.790114
949.629  0.739526
953.639  0.764294
957.642  0.694942
961.638  0.675152
965.625  0.718118
969.58  0.723008
