87.65  0.645793
92.0125  0.729814
96.197  0.69337
100.355  0.637578
104.516  0.62753
108.743  0.607163
112.972  0.613537
117.174  0.573657
121.38  0.538821
125.589  0.550384
129.803  0.559884
134.02  0.605857
138.239  0.611565
142.463  0.580992
146.69  0.573942
150.92  0.567028
155.123  0.603237
159.329  0.654112
163.6  0.629887
167.874  0.622473
172.12  0.630391
176.37  0.596652
180.623  0.587704
184.88  0.667121
189.139  0.675977
193.401  0.643831
197.667  0.658373
201.935  0.655594
206.207  0.63023
210.452  0.61085
214.7  0.618608
219.01  0.608565
223.322  0.627637
227.608  0.633999
231.897  0.628938
236.189  0.63022
240.484  0.642599
244.781  0.645793
249.081  0.6337
253.384  0.648126
257.688  0.631371
261.996  0.633064
266.278  0.652495
270.56  0.671149
274.905  0.666358
279.252  0.668356
283.572  0.675712
287.895  0.717138
292.221  0.674114
296.548  0.689823
300.876  0.690674
305.207  0.684055
309.542  0.691211
313.877  0.697687
318.187  0.718744
322.499  0.710292
326.869  0.733931
331.24  0.725759
335.587  0.749115
339.935  0.738895
344.285  0.742138
348.636  0.732624
352.99  0.735325
357.344  0.747673
361.701  0.745099
366.058  0.764587
370.385  0.77451
374.713  0.778912
379.111  0.783859
383.508  0.805396
387.874  0.804659
392.241  0.816413
396.61  0.817969
400.979  0.845134
405.35  0.875622
409.722  0.814273
414.095  0.838855
418.469  0.849581
422.817  0.837224
427.167  0.838885
431.571  0.851958
435.976  0.838435
440.355  0.862768
444.735  0.883932
449.115  0.8648
453.496  0.88721
457.879  0.890135
462.261  0.891005
466.644  0.910552
471.028  0.937653
475.379  0.923071
479.731  0.959978
484.147  0.960862
488.563  0.956719
492.948  0.969336
497.334  1.01059
501.719  0.997724
506.104  1.00713
510.489  1.02384
514.874  1.07242
519.259  1.10546
523.644  1.09837
527.997  1.1034
532.351  1.11172
536.764  1.14586
541.178  1.15114
545.561  1.1593
549.942  1.15734
554.324  0.001
558.705  0.001
563.085  1.2472
567.464  1.26489
571.842  1.30544
576.219  1.30144
580.566  1.34434
584.912  1.38118
589.316  1.39234
593.718  1.42542
598.09  1.43121
602.46  1.47672
606.83  1.46322
611.197  1.49899
615.563  1.51231
619.928  1.5094
624.291  1.43341
628.652  1.3377
632.977  1.20827
637.302  1.04184
641.69  0.860428
646.078  0.752358
650.43  0.664899
654.779  0.641033
659.126  0.608542
663.471  0.591271
667.813  0.597031
672.154  0.580507
676.491  0.596558
680.827  0.59497
685.128  0.601198
689.425  0.598893
693.784  0.655139
698.141  0.644533
702.463  0.608032
706.782  0.59824
711.098  0.606848
715.41  0.58607
719.719  0.584102
724.025  0.610836
728.327  0.618428
732.626  0.603599
736.895  0.599421
741.161  0.617006
745.477  0.63991
749.788  0.662208
754.069  0.645889
758.347  0.635888
762.62  0.604586
766.889  0.598189
771.154  0.628694
775.415  0.001
779.673  0.607568
